버드 슈거맨 기념판은 어느 건물 쪽에 세워졌는가?	컴버랜드 테라스	[WHAT]
세포에서 핵, 엽록체 등을 포괄해 일컫는 말은?	세포 기관	[WHAT]
명륜당과 제사공간의 위치로 알 수 있는 배치 방식은?	전학후묘	[WHAT]
광전지는 무엇에 민감하게 반응하는 성질을 이용한 것인가?	빛	[WHAT]
수능에서 가장 많은 오류가 발생한 연도는?	2014	[WHEN]
에런 크루거는 위미르를 무엇이라 주장했나?	'유기생물의 기원과 접촉한 소녀'	[CITE]
원주군은 전국 8도 중 어느 곳에 속해 있는 지역인가?	강원도	[WHERE]
위층 기단에서는 어떤 모양의 8부중상을 볼 수 있는가?	모두 앉아 있는 모습	[WHAT]
진시황의 분서나 한자 변화로 잃어버린 유교 경전을 다시 구성하는데 사용된 학문은?	훈고학	[WHAT]
북한이 디지털 통신망 구축을 위해 계약을 맺은 곳은 어느 나라 회사인가?	이집트	[WHERE]
중국에서 미풍양속으로 여겨졌던 거주 풍습은?	호	[WHAT]
브레슬라우 전투 이후에 벌어진 전투는 무엇인가?	라이헨바르 전투	[WHAT]
존슨이 부상 이후 다시 경기에 참가할 때의 장타율은?	.376	[QUANTITY]
모란이 수놓아진 부분 중 녹색 연화문단으로 만들어진 것은 유물의 어느 부분인가?	가장자리	[WHAT]
조선민주주의인민공화국에서 현재 사용하고 있는 무역법의 마지막 수정 연도는?	2004년	[WHEN]
기갑 세력을 이용하여 호르티에게 항복을 받아낸 사람은 누구인가?	슈코르체니	[WHO]
잘못을 인정하지 않고 반발한 인물은 누구인가?	아버스놋	[WHO]
올림픽 태권도에서 최초의 승리번복이 일어난 연도는?	2008년	[WHEN]
사이리 투팍의 부친을 왕좌에 앉힌 장본인은 누구인가?	프란치스코 피사로	[WHO]
요한 바오로 2세의 아들을 죽인 악마 이름은?	벨라암	[WHAT]
퍼거슨 시의 시위대가 무력을 행사할만큼 격노한 이유는 무엇인가?	불기소 결정	[WHY]
재정위기를 타개하고자 루이 16세가 두번에 걸쳐 기용한 인물은?	네케르	[WHO]
피아노 협주곡 5번의 연주와 출판이 모두 이루어진 도시는 어디인가?	라이프치히	[WHERE]
탕헤르의 시가지에서 신시가를 조성하던 문화는?	유럽 문화	[WHAT]
초기 근대학교에서 국가주축으로 인격을 기르고자 체조시간에 시행한 것은?	군사훈련	[WHAT]
문천상의 사형 집행을 즉각 멈추라고 얘기한 인물은?	쿠빌라이 칸	[WHO]
EF13형 기관차는 전형적인 무슨 설계의 예시인가?	전시설계	[WHAT]
고티에가 영국으로 도망가기 전 머물렀던 곳은?	칼레	[WHERE]
2013년에 이진한 서울중앙지검 제2차장검사가 받은 혐의는?	성추행	[WHAT]
맥거번이 시카고에서 개최된 민주당 전당 대회에 참여하려 하기 전에 살해당한 인물은?	로버트 케네디 상원	[WHO]
재야 및 운동권자들이 늦봄, 초여름 즈음에 벌인 시위장소에서 개최 예정이었던 행사는?	신한민주당 개헌추진위원회 인천 및 경기지부 결성대회	[WHAT]
워터게이트 당시 특별검사를 면직시킨 인물은 어떤 결과를 맞이하였나?	하야	[WHAT]
진우량의 자녀 이름은?	진리(陳理)	[WHO]
박근혜 대통령이 남북교류협력사무소 설치를 제의한 것은 몇 월인가?	2014년 3월	[WHEN]
세르비아 몬테네그로의 전 국호는?	신유고슬라비아	[WHAT]
"""텍사스의 아버지""로 불리던 엠프레사리오의 아버지 이름은 무엇인가요?"	모세 오스틴	[WHAT]
일반인은 앉을 수 없는 벤치가 있는 공간은?	하원 회의장	[WHAT]
나치가 본인의 정책 중 경제 분야를 맡긴 사람은?	얄마르 샤흐트	[WHO]
공박에서 2008년 4월에 새로 선보인 캐릭터가 수행하기에 적절한 포지션은?	공격수	[WHAT]
한국에서는 관심을 받지 못했지만 일본에서 붐을 일으킨 음악의 장르는?	뽕짝	[WHAT]
릭단이 1620년 무력으로 중국 명나라로 부터 받아낸 조공의 금액은 얼마인가?	40,000냥	[QUANTITY]
정치가 이전에 로마 축제를 담당했던 사람은?	조영관	[WHO]
댓글에 의해 스레드 위치가 바뀌는 게시판이 시작되었던 날짜는?	9월 6일	[WHEN]
난방 에너지원을 전기로 통합하는 것을 무엇이라고 부르나요?	‘섹터간 융합’	[CITE]
“마님이 된 하녀”가 나머지 부분과 분리되기전 작품의 이름은?	“자랑스런 죄수”	[CITE]
외계인들로 이루어진 제국을 이끄는 사람은?	성왕 바주	[WHO]
인터랙션 디자인은 무엇의 등장으로 빠르게 발전되었나요?	그래픽 사용자 인터페이스(GUI)	[WHAT]
캐니언이 발견한 버킷리스트는 누가 쓴 것이었나요?	빌리	[WHO]
한국에서 처음으로 여자 피겨 선수권 대회 1등을 배출한 해는?	1948년	[WHEN]
우르바노 5세는 1370년에 어디로 가기 위해 코르네토에서 배를 탔나요?	프랑스	[WHERE]
짐보의 이야기 중 베트콩과의 전쟁에 같이 참여한 인물은?	네드	[WHO]
《제일하우스 록》은 어느 나라의 영화인가요?	미국	[WHERE]
글리세린과 프탈산의 화합물은?	글리프탈수지	[WHAT]
트램펄린의 개발은 누구의 행위에서 아이디어를 얻었는가?	공중곡예사	[WHO]
유일하게 병동 현장을 본 사람은?	의사의 아내	[WHO]
빌의 새아버지의 이름은?	로저 클린턴	[WHO]
손환을 구하려다가 적의 기습을 당하는 장수는?	최우	[WHAT]
이집트를 구원하기 위해 로마에서 보낸 사람은?	가이우스 포필리우스 라이나스	[WHO]
리튬 전지가 여러 분야에서 무엇을 대체하여 쓰일 수 있는가?	알칼리 전지	[WHAT]
페가수스 다리 공격 시 이동수단은?	글라이더	[WHERE]
오리너구리가 전기를 가장 잘 느끼는 부위는?	부리	[WHAT]
브라질의 일반 시민들은 대체로 어떤 직업을 가지고 있나?	농업노동자	[WHAT]
해먼드 부자 구금의 계기가 된 사건은 언제 일어났나요?	2012년	[WHY]
온센타마고에서 굳는 부분은 어떤 성분을 지니고 있는가?	철분	[WHAT]
1944년에 소드 해변은 누가 차지하고 있었나요?	나치 독일	[WHO]
선수와 관중 사이에 다툼이 벌어졌던 경기 날짜는?	3월 18일	[WHEN]
존스가 최정예 대대를 파견해서 돕고자 한 부대는?	주벌 얼리의 보병부대	[WHAT]
복할배는 누구의 배반으로 인해 사망하게 되나요?	프로야구단 꼬물꼬물스	[WHO]
조선인민당이 보수층을 위해 사용한 문양은?	태극	[WHAT]
1560년 이전 스코틀랜드 교회의 소속은?	로마 가톨릭	[WHAT]
그림에서 귀걸이와 팔찌가 장식된 인물은?	지장보살	[WHO]
피렌체 화파에 영향을 끼친 사람은?	조토 디 본도네	[WHO]
일본공산당에 불만을 품은 과격파 학생당원들이 차후에 만든 단체는?	공산주의자동맹	[WHAT]
비오 11세의 선임자는?	베네딕토 15세	[WHO]
이자나미의 죽음이 나와있는 책은?	고사기	[WHAT]
갈라티 수도원이 세계 문화 유산으로 선정된 해는?	1994	[WHEN]
중학부 종목에서 3:2로 패배하여 우승하지 못한 학교는?	중동학교	[WHERE]
아비코 역 안내 표기가 히라가나인 것은 누구를 배려함인가?	난독인	[WHO]
튀코와 결투하면서 그의 코 일부를 잘랐던 인물은?	맨더루프 파스버그	[WHO]
상습적으로 윤락행위를 저지르는 자를 부르는 말은 무엇인가요?	요보호자	[WHAT]
튜더 왕가의 정통성에 해를 가했던 사람들은 언제 죽음을 당하였나요?	튜더 왕조 시대	[WHEN]
보통 긴팔원숭이들의 암수 구분은 무엇으로 알 수 있나요?	털 색깔	[WHAT]
조지아인과 오세트인이 화합을 이루웠던 때는 언제인가?	소비에트 시대	[WHEN]
송일국의 매니저가 김을동의 의원실 인턴 업무를 병행했던 연도는?	2008년	[WHEN]
크르팔레크가 세계 선수권에서 5위를 한 년도는?	2015년	[WHEN]
1990년 대통령표창 애족장을 추서받은 사람의 본관은?	남평	[WHO]
2005년의 조사에서 밝힌 아루바에서 살고 있는 민족의 수는?	92개	[QUANTITY]
필리포스 2세의 통치 기간에 이익을 위해 만든 것은?	아이톨리아 동맹	[WHAT]
두 개의 지역으로 줄어든 후에 킬리키아의 명칭은 무엇으로 변경되었나?	시리아킬리키아 포에니케 (Syria-Cilicia Phoenice)	[WHAT]
제2차 야마모토 내각이 국가가 직접 조선인을 감찰할 것이니 개인이 사적 제재를 하지 말라고 공표한 것은?	내각고유 제2호(조선인에 대한 박해와 관련된 사고 건)	[WHAT]
장면이 총리가 되는 것을 반대한 인물은?	김두한	[WHO]
블룸필드가 타갈로그어를 연구할 당시 다니고 있던 직장은?	일리노이 대학교	[WHAT]
로디니아가 갈라지기 시작한 시기는?	6억 년 전 경	[WHEN]
벨라루스 공화국은 몇 년도부터 특별 참가국 자격으로 유럽 평의회 의원 회의에 참석하였나?	1992년	[WHEN]
4·19 혁명이 성공한 이후, 김영훈이 사직한 직분은?	교육감직	[WHO]
튀코가 출판한 항성목록의 갯수는 이후에 몇 개가 되었나요?	1000개	[QUANTITY]
미에빌의 작품속에서 보이는 등장인물이나 작품경향에 영향을 준 게임의 종류는?	롤플레잉 게임	[WHAT]
《닥터 후》에서 정기 배역으로 출연을 맡은 인물은?	빌리 파이퍼	[WHO]
남상철의 아버지는 언제 살아남았나요?	병인박해	[WHEN]
양성 통제는 무엇을 판가름 하기 위해 흔하게 쓰이는가?	테스트 유효성	[WHAT]
빔비사라의 아들이며 앙가를 다스린 사람은 누구인가?	아자타샤트루	[WHO]
임진왜란 당시, 황석산성에서 두 아들과 함께 죽음을 맞이한 인물은?	안음현감 곽준	[WHO]
콜레라의 원인을 오염된 물이라고 하는 주장을 일축한 것은 누구인가?	검증위원회	[WHO]
방송통신심의위원회와 인터넷 방송국에게 방송인 관리를 더 철저히 해야한다고 말한 사람은 누구인가?	국민의당 국회의원 최명길	[WHO]
마르첼로 1세가 로마 주교 자리에 앉게 된 해는?	308년	[WHEN]
하워드 마셜의 재산 상속을 위해 안나 니콜 스미스가 법정 소송을 벌인 기간은?	12년	[WHEN]
1992년에 수립된 알바니아 민주당 정권의 리더는 누구였나요?	살리 베리샤	[WHO]
셰익스피어가 창작한 실수 연발에서 다뤄지고 있는 이야기의 소재는?	가족의 이별과 재회	[WHAT]
반클리프 아펠의 회고전은 어느 계절에 열렸나요?	여름	[WHEN]
광무개혁은 어떤 산업의 진흥을 위해 실시된 정책이었나요?	상공업	[WHAT]
조선후기 불상들에게서 흔이 볼 수 있는 의복의 종류은?	법의	[WHAT]
그리폰이 반란을 일으켰던 인물은 아버지가 죽기 전 무엇을 받았나요?	네우스트리아·부르고뉴·프로방스	[WHAT]
과실인 경우에도 처벌받을 수 있음이 명시된 규칙은?	형법총칙	[WHAT]
바그라트의 아버지가 타오와 파시아네를 점령한 년도는?	1014년	[WHEN]
알바왕국의 계보가 있는 부록에서 가장 마지막에 죽은 인물은?	크란돔너 막 에크다크다	[WHO]
실제로 중화민국 국민임을 입증하려면 어느 지역에 살아야하나요?	타이완 지구	[WHERE]
요한 1세에 대해 의심을 품고 그를 라벤나로 부른 사람은?	테오도릭 대왕	[WHO]
갑관요가 상서에게 잘못을 고한 대상은?	위위	[WHO]
강유가 진태와 곽회에 의해 도주하게 되는 회차는?	제107회	[QUANTITY]
기관, 기업소 협동단체에서 팔아줄 수 있는 8.3 인민소비품의 양은 어느 정도인가?	30% 범위	[QUANTITY]
창녕 포교당 법당의 목조석가여래좌상이 처음 봉안된 곳은?	창녕 관룡사	[WHERE]
기영재를 살해한 인물은 누구인가?	검은 세력에 포섭된 경찰	[WHO]
곽상훈이 내각 책임제 개헌을 제안했다가 무시 당할 당시의 대통령은 누구인가?	이 박사	[WHO]
대류권에서 바람의 세기가 가장 큰 부분은 어디인가?	권계면 부근	[WHERE]
망각의 지팡이를 만든 사람은 지금 어디 살고 있나?	갈라바 성	[WHERE]
20세기 초반에 미치류의 척추뼈를 크기와 모양으로 구분했던 방식을 무엇이라고 하는가?	분류학적 접근	[WHAT]
마이크로키니의 제작 계기가 된 해변은?	베니스의 해변	[WHY]
오현주의 횡령을 주장한 사람은?	김마리아	[WHO]
트레혼데아르도스 공군기지의 전투기를 볼 수 있는 곳은?	마드리드 바하라스 공항	[WHERE]
투스카라 족은 어떤 사건을 계기로 펜실베니아 또는 뉴욕으로 거처를 옮겼나?	18세기 투스카로라 전쟁	[WHY]
코르부트가 선수들 중 처음이자 마지막으로 평균대 경연에서 선보인 기술은?	뒤로 재주넘기	[WHAT]
비가 내린 뒤 밤에 결혼비행을 하는 개체는 무엇인가?	흰개미	[WHAT]
레오폴도가 사제가 된 연령은?	24세	[QUANTITY]
충실하지 않은 선거인을 2008년까지 구별해낼 수 없었던 지역은?	미네소타 주	[WHERE]
건반을 누를 때 잭의 움직임에 따라 현에 닿는 것은?	플렉트럼	[WHAT]
새누리당이 집정 여당으로 자리매김 할 수 있는 발판이 되었던 인물은?	이명박	[WHO]
호꾸이리의 아들 이름은?	호한뜨엉	[WHO]
펠라지오는 누구와 함께 콘스탄티노폴리스로 갔나요?	교황 아가피토 1세	[WHO]
샤 슈자가 자신의 왕위를 물려줄 사람은?	자인 알아비딘(Zain Al-Abidin)	[WHO]
디트릭슨은 네프와 무슨 보험을 계약 중이었나?	자동차 보험	[WHAT]
12월 14일 전쟁에서 프랑스 장교는 몇명이 죽음을 당하였나요?	3명	[QUANTITY]
크릭이 과학과 종교의 연결성을 언급했던 도서는?	〈얼마나 미친 추구인가〉	[CITE]
뮤 중간자를 일컫는 또 다른 명칭은?	뮤온	[WHAT]
카이사리온이 옥타비아누스를 피해 도망친 곳은?	홍해의 항구	[WHERE]
풍부한 식감으로 인해 부첼라토가 지니게 된 전통적인 의미는 무엇인가?	가족의 화합	[WHAT]
코핀을 볼 수 있는 동굴은?	소천굴	[WHAT]
해왕성 동기 궤도 안쪽에 있는 위성들을 무엇이라고 부르는가?	내위성	[WHAT]
자유 경쟁과 상호 의존을 함께 유발하는 이념은?	자유주의	[WHAT]
유럽과 아메리카 사회가 제국주의로 가는 과정에 있다는 주장에 이이를 제기한 집단은?	멘셰비키	[WHAT]
조선공업은 어떤 공업으로 분류되는가?	종합공업	[WHAT]
샤푸르 2세가 죽은 뒤 조로아스터교의 사제들과 협력하여 왕권을 약화시킨 계급은?	봉건귀족	[WHO]
자유 연상을 창시한 인물이 그만둔 치료 방법은?	최면술	[WHAT]
경찰이 병력 배치등을 이유로 참여 인원을 추정하는데 근거로 삼는 것은?	페르미 추정법	[WHY]
대한민국이 5개국을 꺾고 디비전 1A로 승급될 수 있었던 해는?	2012	[WHEN]
전국의 사원이나 향교를 탐방할 수 있는 1박 2일 여행 프로그램은?	1박2일 인문여행	[WHAT]
예르지 네이만과 피어슨의 직장은 어디였나?	유니버시티 칼리지 런던	[WHERE]
마드리드 시가 관리하기 전에 10호선을 관리하던 것은 어디인가?	FEVE	[WHERE]
사마귀가 사냥감을 공격하는 모습을 참고하여 만든 중국의 놀이는 무엇인가?	당랑권	[WHAT]
프레몽트레회에 들어오길 원했으나 노르베르토가 평신도로 있을 것을 권한 사람은?	테오발드 2세 백작	[WHO]
마가다와 다이아몬드 채굴권을 협상한 나라는 어디인가요?	밧지 공화국	[WHERE]
성매매법이 실시된 연도는?	2004년	[WHEN]
트램펄린 회사를 설립한 사람은?	조지 닐센	[WHO]
라틴 아메리카나 스페인에서 식전주와 곁들여져 나오는 요리는?	타파스	[WHAT]
경찰이 원영의 시신을 찾기 위해 수색 작업을 실시한 날짜는 언제인가요?	3월 10일	[WHEN]
비자연적으로 면역을 얻는 경우에 해당하는 방법은?	백신 접종	[WHAT]
카롤의 결혼 결정에 입김을 불어넣은 사람은?	마리아 왕비	[WHO]
작문시험과 성적을 통해 로리뷰 편집 위원을 뽑는 때는 언제인가?	1학년 기말고사 후	[WHEN]
《트래버스 드 수 조약》과 《멘도타 조약》을 체결하고 사냥터를 미국에 양도한 계약 당사자는?	미네소타 다코타 수 족	[WHO]
아이라 시와 가고시마 시가 구분되는 곳에 있는 것은?	무레가오카 연산	[WHAT]
아폴론에게 예언을 주관하는 힘을 준 이는?	제우스	[WHO]
피실험자들의 공통적인 특성은?	주식과 거리가 먼	[WHAT]
오생원의 아들이 정사를 나누던 사람은 누구인가?	추월	[WHO]
피터와 함께 하이든의 무덤을 도굴한 인물은?	로젠바움	[WHO]
오다 도시히로가 슈고다이가 된 후 다스린 지역은?	오와리 북부의 4개군	[WHERE]
독일인으로서 최초로 교황이 된 자의 사망일은?	998년 2월 18일	[WHEN]
로페스 데 레가스미는 비사야 제도의 북쪽 지역을 조사하라고 몇 사람을 보냈나?	두 사람	[QUANTITY]
집권 후 지구 과학 분야의 지원에 몹시 부정적 태도를 취한 사람은?	도널드 트럼프	[WHO]
아트 앤드 크래프트 운동을 이끈 사람은?	윌리엄 모리스	[WHO]
《로마제국 쇠망사》의 시기 구분 중 서로마제국이 첫번째로 존속했던 시기는 언제인가?	제1기	[WHEN]
타지마할은 산성비로 어떤 피해를 입었는가?	백색 대리석이 점차 황갈색으로 변해가고 있는 것	[WHAT]
3회에서 히코노에게 홈런을 허용한 상대팀 투수는?	니시자키 유키히로	[WHO]
루빈시테인의 스승은 누구인가요?	알렉산드르	[WHO]
<아바타>는 언제 처음으로 상영되었나?	2009년 12월 18일	[WHEN]
신라가 불을 일으킬 수 있는 신체 부위는?	발	[WHAT]
돈 칭자오를 때렸으며, 그가 원한을 품게 한 인물은?	루피의 할아버지	[WHO]
콘늘라를 강제로 돌려 보내려 한 사람은?	코날 케르나크	[WHO]
핀과 함께 사막에서 오토바이를 탄 인물은?	캐니언	[WHO]
베토벤은 어떤 곡을 피아노로 편곡하였는가?	프로메테우스의 창조물, 작품번호 43	[WHAT]
루티프 아피푸가 소속된 집단은?	검은 9월단	[WHAT]
알프레드가 아버지를 여읜 것은 몇 년도인가?	1826년	[WHEN]
단일불포화 지방 위주의 식단일 경우 인슐린 자항성의 발생률이 어떻게 되는가?	감소	[WHAT]
말레이시아어와 매우 유사하며 말레이어라고 칭하는 게 맞다는 주장이 있는 언어는?	인도네시아어	[WHAT]
용수당을 만들기 위해서는 엿당 포화용액을 끓인 후 몇 분 정도 식혀야 하는가?	10분	[WHEN]
점토로 제작된 원통형 화덕에 숯불을 놔두어 고온으로 가열하는 오븐은?	탄두르 오븐	[WHAT]
승강장이 지하 2층에 있는 지하철역은?	마루노우치선	[WHAT]
텔레비전 음악회에서 가수 김연자가 부른 노래는?	〈림진강〉	[CITE]
바로 가기 아이콘을 실행할 수 있게 하는 프로그램은 무엇인가?	프로그램 관리자	[WHAT]
사르트르는 개인이 어떤 존재라고 생각했는가?	자유 의지를 실현하는 주체	[WHAT]
대한민국 행정심판법 제3조 제 1항의 근간이 되는 방침은 무엇인가?	개괄주의	[WHAT]
케플러는 누구의 화성 관측 자료를 통해 행성 운행표를 만들었나요?	티코 브라헤	[WHO]
태양계 거대 기체 행성의 주요 구성 요소들은 무엇인가요?	수소와 헬륨	[WHAT]
뉴욕주의 주지사로서 톰킨스가 폐지하고자 노력한 제도는?	노예제	[WHAT]
다카기 모리미치가 주니치의 감독직에서 사임한 해는?	1995년	[WHEN]
익명조합원은 어떠한 상황에 익명조합을 활용하여 돈을 벌 수 있는가?	영업자가 될 수 없는 경우	[WHAT]
아델리펭귄 새끼들이 먹이를 달라고 칭얼거릴 때 무엇과 유사한 소리를 내는가?	휘파람	[WHAT]
2007년 IAU에서 외계 행성과 갈색왜성을 구분하는 척도로 삼자고 제시한 것은?	질량	[WHAT]
양운에 의해 역모 계획이 들통난 사람은?	곽우	[WHO]
쯔웨는 SM엔터테인먼트에 누구의 영화 출연을 요구했나요?	크리스	[WHO]
형사소송법 제361조의4 제1항에서 법적으로 보호하는 사람은?	피고인	[WHO]
이탈리아 AC 밀란에 의해 3년 연달아 컵위너스컵을 달성하지 못한 국가는?	독일팀	[WHERE]
헤위에르달이 실험을 한 이후에 이야기를 나눈 상대는?	이스터 섬의 주민	[WHO]
이용순이 서재필의 시신을 뒷수습할 당시 서명원이 머무르던 국가는?	북한	[WHERE]
코시모는 누구로부터 교육을 받았나?	신학자 반디넬리	[WHO]
이화곡 가루를 물과 쌀에 넣으면 무엇이 시작되나요?	발효	[WHAT]
이사회에서는 회의를 한 해에 적어도 몇 개 진행하나?	2개	[QUANTITY]
콘스탄티네 2세에 이어 왕위를 계승한 인물은 언제까지 군림하였나요?	1525년까지	[WHEN]
견갑골의 움직임에 집중한 훈련의 효과를 본 구종은?	직구	[WHAT]
호라티우스가 아테네로 공부하러 가게되었던 해는?	기원전 45년	[WHEN]
마이클 스펜스가 철학을 공부한 대학교는?	프린스턴 대학교	[WHAT]
조프루아가 여러 학자들이 발표한 동물 구조의 유사성 개념을 참고해 만든 논문은?	<유추론자의 이론에 대하여>	[CITE]
1963년 제 5대 대통령 선거 후보로 확정된 인물은?	윤보선	[WHO]
《애시스 투 애시스》에서 앨릭스 드레이크를 총으로 쏜 인물은?	아서 레이튼	[WHO]
역의 동쪽 일부에서 토지 구획 정리 사업을 주관하는 도시는?	오사카시	[WHERE]
머리광배에 특이하게 불꽃무늬나 연꽃무늬를 각인하는 특징을 가진 나라는?	백제	[WHERE]
인터넷과 휴대전화의 보급 전 주로 사용되던 물리적 매체는?	유선전화	[WHAT]
술을 계속 찾도록 유도하며 알코올의 영향을 받는 것은?	오피 오이드	[WHAT]
크로마토 그래피 카트리지가 한 번에 사용 가능한 샘플의 수는?	한 샘플	[QUANTITY]
학자들이 슬라브조어를 위해 사용한 외국의 언어는 무엇인가요?	인도유럽어족 언어	[WHAT]
아리스타르코스가 처음으로 지동설을 이야기했지만 이를 반박한 인물은?	히파르코스	[WHO]
1897년 민영환이 영국공사로 갔을 당시 영국은 누가 다스리고 있었나요?	영국 여왕 빅토리아	[WHO]
타스만 호수에서 흐르는 물은 타스 강을 거쳐 어느 호수로 흘러가나?	푸카키 호수	[WHAT]
경찰관은 김씨를 누구라고 생각했는가?	시위대 중 한 명	[WHO]
메데이아가 화가 난 이유는 무엇인가?	이아손이 코린토스의 공주 글라우케와 결혼	[WHY]
히키코모리에 대한 별 관심을 두지 않았던 때는?	2000년대	[WHEN]
포도주 블라인드 테스트를 소재로 만든 영화의 제목은?	‘와인 미라클’	[CITE]
매니저가 사실이 아닌 내용이라며 해명서를 발표했던 방송은 무엇인가?	KBS 시사기획 쌈	[WHAT]
유럽 연합군 최고사령부가 출범한 것은 몇년도인가?	1951년	[WHEN]
이반 T.굿맨 다음으로 샌피드로 산 미라를 보유한 사람은?	리오너드 워들러	[WHO]
2002년 9월 22일에 시행된 독일 총선거에서 뽑고자 했던 연방의회 의원 수는?	603	[QUANTITY]
브루노와 부팔마코가 칼란드리노의 여정에 함께한 이유는?	놀리기 위해	[WHY]
경성일보에 담화문을 발표한 자는 종교계 사람들을 무엇이라고 나무랐는가?	음모꾼	[WHAT]
페르디난도 2세는 언제 사망했나?	1859년 2월 3일	[WHEN]
가미요시다의 국도 139호 인근에 많아진 것은 무엇인가?	상점	[WHAT]
제2대 주일 미국 공사가 일본에서 세운 가장 큰 업적은 무엇인가?	시모노세키 전쟁 이후 진행된 협상	[WHAT]
한국 대 멕시코 경기에서 선제골을 넣은 쪽은?	한국	[WHAT]
시에라 네바다 산맥에서 할 수 있는 스포츠는?	스키	[WHAT]
진화론을 다룬 학파 중 기형의 역할을 중시한 학파는?	멘델학파	[WHAT]
오래된 족자는 어디에 진열되어 있었나?	메밀 국수 가게의 쇼윈도	[WHERE]
나기브에게 가택연금 처분을 내린 자는?	나세르	[WHO]
저고리의 길이가 짧아진 시기는 언제부터인가?	고려 말	[WHEN]
스페인의 기독교인들과 성관계를 하게 될 시 위험해지는 사람들은?	무데하르 여성들	[WHO]
케냐를 부패하게 만들고 본인도 국가의 대지주로 만든 케냐타의 정책은?	대지 정책	[WHAT]
맥다월의 군대가 후방에 남아서 방어해야 하는 도시는?	워싱턴	[WHERE]
몽칼름과 보드레이유가 지휘 문제로 서로 갈등하기 시작한 것은 몇 년인가?	1756년	[WHEN]
1987년 일본 시리즈 우승팀을 지도한 감독은?	모리 마사아키 감독	[WHO]
매그니토가 나온 장면의 대부분을 연기한 배우는?	이언 매켈런	[WHO]
록키에게 재시합을 신청한 사람은?	아폴로 크리드	[WHO]
카리용 전투에서 영국 육군이 조지 호수 해안에 상륙했을 때, 그곳에 방치되어 있던 물자와 무기는 어느 나라 군대의 것이었나?	프랑스	[WHERE]
10월 3일까지 오키나와 방면에서 유일하게 공격받은 곳은?	오키다이토 섬	[WHERE]
포켓몬 바크 경기가 진행되는 장소는?	크라운 시티	[WHERE]
거북산이라 불리는 산의 명칭은?	범방산	[WHAT]
미주리 타협을 무효로 하는 법은?	캔자스-네브래스카 법령	[WHAT]
랑페르 드 브르트니에르가 1858년에 다녔던 학교는?	생 쉴피스 신학교	[WHERE]
에우포르보스와 아폴론이 함께 공격했던 인물은?	파트로클로스	[WHO]
동탑은 탑신 몇 층으로 구성되어있나?	3층	[QUANTITY]
2018년 당시 보이저호의 위치는?	화성	[WHERE]
사수도의 해안선은 대부분 무엇으로 구성되어 있나요?	암벽	[WHAT]
장 전 총리가 한 행동을 두둔해준 사람의 이름은?	김수환	[WHO]
냉전 이후 여러 분야에서 상대적 발전을 지속한 시대를 일컫는 용어는?	"""새로운 평화(New Peace)"""	[CITE]
동투르키스탄을 식민지로 삼아야 한다고 주장한 사람은?	게라심 콜라파코프스키	[WHO]
광해군이 나라를 통치할 당시에 주도권을 가지고 있던 파는?	북인	[WHAT]
이호민이 과거시험에 합격한 것은 몇년도인가?	1801	[WHEN]
주민들의 대피를 도왔던 사람의 이름은 무엇인가요?	조영달	[WHAT]
알하킴이 후세인의 정치 권력을 없애기 위해 만든 조직의 이름은?	이라크 이슬람혁명최고위원회(SCIRI)	[WHAT]
박재완이 금자탑을 세운 해는?	2015년	[WHEN]
도스토옙스키는 젊었을 때 어떤 사상을 추구하는 정치 클럽에 참여하였나?	공상적 사회주의	[WHAT]
순무 제도가 생긴 것은 언제인가?	영락제 시기	[WHEN]
미국으로 이민 온 사람들은 누구로부터 돈을 차용할 수 있었나?	중개인	[WHO]
종교적 목적으로 파리 대학교에 교황이 세운 교육 기관은?	동방 언어 학원	[WHAT]
신자가 편의점에서 잡은 남자는 몸 어디에 문신이 있나?	팔목	[WHERE]
뮤지얼보다 더 높은 점수로 경기를 그만 둔 인물은?	토니 그윈	[WHO]
《나니아 연대기》시리즈 중 시간 설정이 가장 먼저인 작품의 이름은?	《마법사의 조카》	[CITE]
삼손의 약혼녀였던 사람의 아버지 이름은?	투발	[WHO]
김원치 검사와 이흥구가 재회하여 이야기를 나누었던 시간은?	20여분	[WHEN]
일본인들에게 송도고보는 일본의 어느 학교보다 더 크다고 소문났나?	와세다 대학	[WHERE]
황국의용군의 지도자는?	오카자키	[WHO]
나라에서 군인들을 뽑아 만든 군대를 통솔하는 우두머리는 누구인가?	군의(軍毅)	[WHO]
사이버펑크에 주로 등장하는 시간적 공간적 배경은?	가까운 미래의 지구	[WHAT]
피부세포를 다른 조직으로 전환시키는 기술보다 안전성 측면이 취약한 기술은 무엇인가?	유전적 리프로그래밍	[WHAT]
미하일 무루초스는 태권도가 정식 종목이 된 올림픽에 참가하기 위해 어디에서 예선전을 치뤘는가?	스톡홀름	[WHERE]
인류의 발전에 있어, 인류의 머리가 커지기 전에 일어난 일은 무엇인가?	직립보행	[WHAT]
타란티노의 영화에서 자주 들을 수 있는 음악 장르는?	고전 팝	[WHAT]
훗날 나오마사가 된 인물이 당주가 되었을 당시 나이는?	15세	[QUANTITY]
불경에 악평을 쏟아 궁예가 직접 살해한 승려는?	석총(釋總)	[WHO]
보살상의 최상단에는 무엇이 그려져있는가?	흰 광선	[WHAT]
